,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,negative,positive,score,
2350,0,0,0,0,0,1,0,1,1,2,1,ikigai
2351,0,0,0,0,1,0,0,1,1,1,0,ikigai
2352,2,10,0,1,11,1,4,14,3,26,23,ikigai
2353,0,0,0,0,0,0,0,0,0,1,1,ikigai
2354,0,0,0,0,1,0,0,0,0,1,1,ikigai
2355,0,0,0,0,2,0,0,2,1,3,2,ikigai
2356,0,1,0,0,0,0,0,0,0,1,1,ikigai
2357,0,0,0,0,0,0,0,0,0,3,3,ikigai
2358,1,0,0,1,1,1,0,2,1,4,3,ikigai
2359,0,0,0,0,0,0,0,0,0,0,0,ikigai
2360,0,0,0,0,0,0,0,0,0,0,0,ikigai
2361,0,3,0,0,2,1,1,1,0,3,3,ikigai
2362,0,1,0,0,1,0,0,1,0,1,1,ikigai
2363,0,0,0,0,1,0,0,0,0,1,1,ikigai
2364,0,0,0,0,0,0,0,0,0,1,1,ikigai
2365,0,0,0,0,0,0,0,1,0,2,2,ikigai
2366,0,0,0,0,2,0,1,2,0,6,6,ikigai
2367,1,3,0,0,2,0,1,5,2,5,3,ikigai
2368,0,0,0,0,0,0,0,0,0,0,0,ikigai
2369,0,0,0,0,0,0,0,0,0,1,1,ikigai
2370,0,1,0,0,2,1,0,4,2,7,5,ikigai
2371,0,0,0,0,0,0,0,0,0,0,0,ikigai
2372,0,2,0,0,2,0,1,2,0,2,2,ikigai
2373,0,1,0,0,1,0,1,4,0,5,5,ikigai
2374,0,0,0,0,1,0,0,0,0,1,1,ikigai
2375,0,0,0,0,0,0,0,0,0,0,0,ikigai
2376,1,1,1,1,2,2,1,4,1,8,7,ikigai
2377,0,3,0,0,4,0,3,2,0,4,4,ikigai
2378,0,0,0,0,0,0,0,0,0,0,0,ikigai
2379,0,0,0,0,0,0,0,0,0,1,1,ikigai
2380,0,0,0,0,0,0,0,0,0,0,0,ikigai
2381,0,1,0,0,1,1,1,1,0,1,1,ikigai
2382,0,0,0,0,0,0,0,0,0,0,0,ikigai
2383,0,2,0,0,1,1,0,3,1,4,3,ikigai
2384,0,0,0,1,0,0,0,2,0,0,0,ikigai
2385,0,2,0,0,1,0,1,0,0,2,2,ikigai
2386,3,4,1,3,7,4,0,7,4,20,16,ikigai
2387,0,0,0,0,0,0,0,2,1,5,4,ikigai
2388,0,0,0,2,2,2,0,3,2,5,3,ikigai
2389,0,0,0,0,0,0,0,0,0,0,0,ikigai
2390,0,2,0,1,1,0,1,2,0,4,4,ikigai
2391,1,0,1,1,1,1,0,1,1,4,3,ikigai
2392,1,2,0,1,2,0,0,4,1,10,9,ikigai
2393,1,1,1,0,1,1,1,2,2,4,2,ikigai
2394,1,0,0,1,0,1,0,2,1,2,1,ikigai
2395,0,2,0,1,1,0,0,1,0,3,3,ikigai
2396,0,2,0,0,1,0,1,4,2,7,5,ikigai
2397,0,3,0,0,2,0,1,3,1,4,3,ikigai
2398,0,2,0,0,2,0,1,1,0,4,4,ikigai
2399,0,1,1,0,2,1,0,2,3,8,5,ikigai
2400,0,1,0,0,1,0,1,2,0,3,3,ikigai
2401,0,2,0,0,5,0,1,4,0,6,6,ikigai
2402,1,5,1,2,5,2,0,2,2,7,5,ikigai
2403,1,0,1,1,0,0,0,0,2,0,-2,ikigai
2404,0,1,0,0,2,0,1,4,0,5,5,ikigai
2405,0,1,0,0,2,0,2,2,0,6,6,ikigai
2406,0,2,0,0,3,0,1,3,0,7,7,ikigai
2407,0,0,0,0,1,0,0,4,0,5,5,ikigai
2408,0,0,0,0,0,0,0,0,1,0,-1,ikigai
2409,0,2,0,0,2,1,3,4,1,4,3,ikigai
2410,0,2,0,0,3,0,1,2,0,5,5,ikigai
2411,0,1,0,0,1,0,1,1,0,2,2,ikigai
2412,1,2,1,1,1,2,1,3,2,3,1,ikigai
2413,0,1,0,0,1,0,1,1,0,2,2,ikigai
2414,1,1,1,1,1,1,2,2,1,2,1,ikigai
2415,0,1,0,0,4,0,1,3,0,6,6,ikigai
2416,1,0,1,1,0,1,0,0,1,0,-1,ikigai
2417,0,1,0,0,1,0,0,2,0,5,5,ikigai
2418,0,0,0,0,0,0,0,1,0,0,0,ikigai
2419,0,0,0,0,0,0,0,0,0,1,1,ikigai
2420,0,0,0,0,1,0,0,1,0,1,1,ikigai
2421,0,1,0,0,1,0,1,1,0,3,3,ikigai
2422,1,0,1,0,0,0,0,1,1,1,0,ikigai
2423,0,0,0,0,0,0,0,0,0,1,1,ikigai
2424,0,1,1,0,1,0,0,4,2,6,4,ikigai
2425,0,0,0,0,1,0,0,1,0,2,2,ikigai
2426,0,2,0,1,2,0,1,1,0,3,3,ikigai
2427,0,0,0,0,0,0,0,3,0,5,5,ikigai
2428,0,0,0,0,0,0,0,0,0,2,2,ikigai
2429,0,0,0,0,0,0,0,2,0,4,4,ikigai
2430,0,1,0,0,1,0,1,1,1,2,1,ikigai
2431,0,0,0,0,0,0,0,0,0,1,1,ikigai
2432,1,3,0,1,0,1,1,1,1,0,-1,ikigai
2433,0,1,0,0,1,0,1,1,0,2,2,ikigai
2434,0,1,0,0,0,1,0,0,0,1,1,ikigai
2435,0,0,1,0,0,0,0,0,1,1,0,ikigai
2436,0,0,0,0,0,0,0,1,0,5,5,ikigai
2437,0,0,0,0,0,0,0,0,0,2,2,ikigai
2438,0,0,0,0,0,0,0,1,0,0,0,ikigai
2439,1,0,0,0,1,0,0,1,1,2,1,ikigai
2440,0,0,0,0,0,1,0,0,1,0,-1,ikigai
2441,0,3,0,0,2,0,1,2,0,4,4,ikigai
2442,0,2,0,0,2,0,1,2,0,2,2,ikigai
2443,0,0,0,0,0,0,0,1,0,2,2,ikigai
2444,0,0,0,0,0,0,0,0,0,0,0,ikigai
2445,0,1,0,0,0,0,0,0,0,2,2,ikigai
2446,1,0,1,1,0,1,0,1,1,2,1,ikigai
2447,0,0,0,0,0,0,0,0,0,0,0,ikigai
2448,0,1,0,0,2,0,0,1,0,4,4,ikigai
2449,0,1,0,0,1,0,0,1,0,1,1,ikigai
2450,0,1,0,0,1,0,1,1,0,3,3,ikigai
2451,0,0,0,0,0,0,0,0,0,0,0,ikigai
2452,0,1,0,0,1,0,0,1,0,2,2,ikigai
2453,0,0,1,0,0,0,0,0,1,0,-1,ikigai
2454,0,1,0,1,2,0,1,3,0,4,4,ikigai
2455,0,5,0,1,6,0,1,4,0,6,6,ikigai
2456,1,0,0,0,0,0,0,0,0,0,0,ikigai
2457,0,1,1,0,0,0,0,0,1,0,-1,ikigai
2458,0,1,0,0,1,0,0,3,0,4,4,ikigai
2459,0,1,0,1,1,0,0,0,0,1,1,ikigai
2460,0,0,0,0,1,0,1,1,0,2,2,ikigai
2461,0,2,0,0,2,0,1,2,0,2,2,ikigai
2462,0,0,0,0,0,0,0,0,0,1,1,ikigai
2463,0,1,0,0,1,1,0,1,0,2,2,ikigai
2464,0,1,0,0,2,1,3,3,1,2,1,ikigai
2465,0,0,0,0,0,0,0,0,0,1,1,ikigai
2466,0,1,0,0,1,0,0,1,0,2,2,ikigai
2467,0,0,0,0,0,1,0,0,2,1,-1,ikigai
2468,0,1,0,0,1,0,2,1,0,4,4,ikigai
2469,0,1,0,0,0,0,0,1,0,2,2,ikigai
2470,0,1,0,0,2,0,1,2,0,3,3,ikigai
2471,0,1,0,0,1,0,1,1,0,1,1,ikigai
2472,0,0,0,0,0,0,0,0,0,1,1,ikigai
2473,0,0,0,0,0,0,0,0,0,0,0,ikigai
2474,0,0,0,0,0,0,0,0,0,1,1,ikigai
2475,1,2,1,1,2,0,1,2,0,3,3,ikigai
2476,1,1,0,0,1,0,1,1,1,2,1,ikigai
2477,1,1,1,0,1,0,1,1,2,1,-1,ikigai
2478,0,2,0,0,2,0,2,1,0,3,3,ikigai
2479,0,1,0,0,3,0,1,3,0,5,5,ikigai
2480,0,2,0,0,2,0,1,2,0,2,2,ikigai
2481,2,3,0,2,2,1,0,2,2,2,0,ikigai
2482,0,5,0,0,4,1,2,4,2,5,3,ikigai
2483,0,1,0,0,0,0,1,4,0,5,5,ikigai
2484,0,1,0,0,1,1,0,0,0,2,2,ikigai
2485,0,0,0,0,1,0,0,1,0,3,3,ikigai
2486,0,1,0,0,2,0,1,2,0,2,2,ikigai
2487,0,0,0,0,0,0,0,0,0,0,0,ikigai
2488,0,0,0,0,1,0,0,0,0,1,1,ikigai
2489,0,6,0,0,5,0,2,5,1,7,6,ikigai
2490,0,1,0,0,1,1,1,1,1,1,0,ikigai
2491,0,1,0,0,1,0,1,1,0,1,1,ikigai
2492,1,1,1,0,0,0,0,0,1,0,-1,ikigai
2493,0,0,0,0,0,0,0,0,0,0,0,ikigai
2494,0,0,0,0,0,0,0,0,0,1,1,ikigai
2495,0,0,0,0,0,1,0,1,0,1,1,ikigai
